hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,N,S,E,W,Date
5,91.0,17,22.0,1014.0,1.78,0,0,1,0,1,0,2014-08-28 05:00:00
6,83.0,17,23.0,1014.0,0.45,0,0,0,0,0,0,2014-08-28 06:00:00
7,69.0,18,24.0,1015.0,1.34,0,0,0,0,0,0,2014-08-28 07:00:00
8,64.0,17,24.0,1015.0,2.23,0,0,0,0,0,0,2014-08-28 08:00:00
9,67.0,17,25.0,1015.0,1.79,0,0,1,0,0,1,2014-08-28 09:00:00
10,62.0,17,25.0,1015.0,0.89,0,0,0,0,0,0,2014-08-28 10:00:00
11,68.0,16,25.0,1015.0,4.02,0,0,1,0,0,1,2014-08-28 11:00:00
12,66.0,15,28.0,1015.0,7.15,0,0,1,0,0,1,2014-08-28 12:00:00
13,60.0,16,28.0,1015.0,1.79,0,0,0,0,0,0,2014-08-28 13:00:00
14,73.0,16,28.0,1014.0,2.68,0,0,0,0,0,0,2014-08-28 14:00:00
15,80.0,16,28.0,1013.0,3.57,0,1,0,0,0,0,2014-08-28 15:00:00
16,80.0,18,27.0,1013.0,4.46,0,2,0,0,0,0,2014-08-28 16:00:00
17,84.0,19,27.0,1013.0,1.79,0,3,0,1,1,0,2014-08-28 17:00:00
18,98.0,19,26.0,1013.0,3.58,0,4,0,1,1,0,2014-08-28 18:00:00
19,99.0,21,24.0,1013.0,4.47,0,5,0,1,1,0,2014-08-28 19:00:00
20,129.0,19,20.0,1013.0,7.15,0,6,1,0,0,1,2014-08-28 20:00:00
21,125.0,18,20.0,1015.0,4.92,0,0,0,1,1,0,2014-08-28 21:00:00
22,74.0,18,19.0,1016.0,3.13,0,0,1,0,0,1,2014-08-28 22:00:00
23,58.0,18,19.0,1016.0,1.79,0,1,0,1,1,0,2014-08-28 23:00:00
0,79.0,18,19.0,1015.0,1.79,0,0,1,0,1,0,2014-08-29 00:00:00
1,77.0,18,19.0,1015.0,1.79,0,0,1,0,0,1,2014-08-29 01:00:00
2,80.0,19,20.0,1016.0,4.02,0,1,0,1,1,0,2014-08-29 02:00:00
3,85.0,18,19.0,1015.0,0.89,0,2,0,0,0,0,2014-08-29 03:00:00
4,74.0,18,19.0,1015.0,1.79,0,0,1,0,1,0,2014-08-29 04:00:00
5,78.0,18,19.0,1015.0,1.79,0,0,1,0,0,1,2014-08-29 05:00:00
6,90.0,18,19.0,1015.0,1.79,0,0,1,0,1,0,2014-08-29 06:00:00
7,89.0,18,19.0,1015.0,2.68,0,0,1,0,1,0,2014-08-29 07:00:00
8,68.0,18,21.0,1016.0,0.89,0,0,0,0,0,0,2014-08-29 08:00:00
9,71.0,18,23.0,1016.0,1.78,0,0,0,0,0,0,2014-08-29 09:00:00
10,66.0,19,24.0,1016.0,1.79,0,0,1,0,0,1,2014-08-29 10:00:00
11,59.0,18,26.0,1016.0,0.89,0,0,0,0,0,0,2014-08-29 11:00:00
12,49.0,18,26.0,1016.0,2.68,0,0,0,0,0,0,2014-08-29 12:00:00
13,62.0,18,26.0,1015.0,3.57,0,0,0,0,0,0,2014-08-29 13:00:00
14,74.0,19,26.0,1015.0,1.79,0,0,0,1,1,0,2014-08-29 14:00:00
15,81.0,18,26.0,1015.0,0.89,0,0,0,0,0,0,2014-08-29 15:00:00
16,85.0,18,27.0,1015.0,1.78,0,0,0,0,0,0,2014-08-29 16:00:00
17,88.0,18,26.0,1014.0,1.79,0,0,0,1,1,0,2014-08-29 17:00:00
18,87.0,19,26.0,1015.0,2.68,0,0,0,1,1,0,2014-08-29 18:00:00
19,95.0,20,24.0,1015.0,3.57,0,0,0,1,1,0,2014-08-29 19:00:00
20,121.0,20,23.0,1015.0,0.89,0,0,0,0,0,0,2014-08-29 20:00:00
21,139.0,20,22.0,1016.0,1.34,0,0,0,0,0,0,2014-08-29 21:00:00
22,132.0,21,22.0,1016.0,1.79,0,0,0,1,1,0,2014-08-29 22:00:00
23,111.0,21,22.0,1016.0,2.68,0,0,0,1,1,0,2014-08-29 23:00:00
0,107.0,20,23.0,1016.0,3.57,0,0,0,1,1,0,2014-08-30 00:00:00
1,102.0,20,22.0,1016.0,1.79,0,0,1,0,1,0,2014-08-30 01:00:00
2,125.0,20,22.0,1016.0,0.89,0,0,0,0,0,0,2014-08-30 02:00:00
3,174.0,20,22.0,1016.0,1.78,0,0,0,0,0,0,2014-08-30 03:00:00
4,151.0,20,21.0,1016.0,2.67,0,0,0,0,0,0,2014-08-30 04:00:00
5,154.0,20,21.0,1016.0,1.79,0,0,1,0,1,0,2014-08-30 05:00:00
6,163.0,20,22.0,1016.0,3.58,0,0,1,0,1,0,2014-08-30 06:00:00
7,148.0,20,22.0,1016.0,0.89,0,1,0,0,0,0,2014-08-30 07:00:00
8,152.0,20,22.0,1016.0,1.79,0,0,1,0,0,1,2014-08-30 08:00:00
9,151.0,20,23.0,1016.0,0.89,0,0,0,0,0,0,2014-08-30 09:00:00
10,160.0,20,24.0,1016.0,1.78,0,0,0,0,0,0,2014-08-30 10:00:00
11,173.0,21,24.0,1015.0,1.79,0,0,1,0,1,0,2014-08-30 11:00:00
12,196.0,21,25.0,1015.0,3.58,0,0,1,0,1,0,2014-08-30 12:00:00
13,181.0,21,25.0,1014.0,5.37,0,0,1,0,1,0,2014-08-30 13:00:00
14,183.0,21,25.0,1013.0,3.13,0,0,0,1,1,0,2014-08-30 14:00:00
15,130.0,21,25.0,1013.0,0.89,0,1,0,0,0,0,2014-08-30 15:00:00
16,158.0,22,24.0,1013.0,1.78,0,0,0,0,0,0,2014-08-30 16:00:00
17,164.0,22,24.0,1013.0,1.79,0,0,1,0,1,0,2014-08-30 17:00:00
18,149.0,21,23.0,1012.0,1.79,0,0,0,1,1,0,2014-08-30 18:00:00
19,141.0,21,22.0,1013.0,0.89,0,0,0,0,0,0,2014-08-30 19:00:00
20,143.0,20,22.0,1013.0,0.89,0,0,0,1,1,0,2014-08-30 20:00:00
21,143.0,20,22.0,1014.0,2.68,0,0,0,1,1,0,2014-08-30 21:00:00
22,138.0,21,22.0,1013.0,0.89,0,0,0,0,0,0,2014-08-30 22:00:00
23,102.0,20,22.0,1014.0,3.13,0,1,0,1,1,0,2014-08-30 23:00:00
0,100.0,20,21.0,1014.0,1.79,0,2,1,0,1,0,2014-08-31 00:00:00
1,107.0,20,21.0,1013.0,0.89,0,3,0,0,0,0,2014-08-31 01:00:00
2,131.0,20,21.0,1013.0,1.78,0,0,0,0,0,0,2014-08-31 02:00:00
3,139.0,20,21.0,1013.0,0.89,0,0,1,0,1,0,2014-08-31 03:00:00
4,121.0,20,21.0,1012.0,2.68,0,0,1,0,1,0,2014-08-31 04:00:00
5,97.0,20,21.0,1013.0,1.79,0,0,1,0,0,1,2014-08-31 05:00:00
6,86.0,20,21.0,1013.0,3.58,0,0,1,0,0,1,2014-08-31 06:00:00
7,85.0,20,21.0,1013.0,0.89,0,0,0,0,0,0,2014-08-31 07:00:00
8,79.0,20,21.0,1013.0,1.78,0,0,0,0,0,0,2014-08-31 08:00:00
9,80.0,21,23.0,1014.0,1.79,0,0,0,1,1,0,2014-08-31 09:00:00
10,105.0,21,23.0,1013.0,3.13,0,0,1,0,1,0,2014-08-31 10:00:00
11,61.0,20,24.0,1013.0,4.92,0,0,1,0,1,0,2014-08-31 11:00:00
12,58.0,19,25.0,1013.0,0.89,0,0,0,0,0,0,2014-08-31 12:00:00
13,55.0,20,26.0,1013.0,1.79,0,0,0,1,1,0,2014-08-31 13:00:00
14,65.0,21,27.0,1012.0,4.92,0,0,0,1,1,0,2014-08-31 14:00:00
15,78.0,20,26.0,1012.0,9.84,0,0,0,1,1,0,2014-08-31 15:00:00
16,79.0,20,26.0,1012.0,13.86,0,0,0,1,1,0,2014-08-31 16:00:00
17,71.0,20,22.0,1012.0,4.02,0,1,1,0,1,0,2014-08-31 17:00:00
18,72.0,20,22.0,1012.0,1.79,0,2,0,1,1,0,2014-08-31 18:00:00
19,75.0,21,22.0,1013.0,1.79,0,0,1,0,1,0,2014-08-31 19:00:00
20,93.0,21,22.0,1013.0,0.89,0,0,1,0,0,1,2014-08-31 20:00:00
21,99.0,21,21.0,1014.0,2.68,0,0,1,0,0,1,2014-08-31 21:00:00
22,104.0,20,21.0,1014.0,3.57,0,0,1,0,0,1,2014-08-31 22:00:00
23,104.0,20,21.0,1014.0,0.89,0,0,1,0,1,0,2014-08-31 23:00:00
0,103.0,20,20.0,1014.0,1.78,0,0,1,0,1,0,2014-09-01 00:00:00
1,96.0,20,20.0,1014.0,0.89,0,0,0,1,1,0,2014-09-01 01:00:00
2,95.0,21,21.0,1014.0,0.45,0,0,0,0,0,0,2014-09-01 02:00:00
3,87.0,21,21.0,1014.0,0.89,0,0,0,1,1,0,2014-09-01 03:00:00
4,96.0,21,21.0,1014.0,0.89,0,0,0,0,0,0,2014-09-01 04:00:00
5,102.0,20,21.0,1013.0,0.89,0,0,0,1,1,0,2014-09-01 05:00:00
6,101.0,20,21.0,1014.0,0.89,0,0,1,0,1,0,2014-09-01 06:00:00
7,106.0,20,21.0,1014.0,0.89,0,0,0,0,0,0,2014-09-01 07:00:00
8,109.0,20,22.0,1014.0,1.79,0,0,0,1,1,0,2014-09-01 08:00:00
9,123.0,20,23.0,1014.0,3.58,0,0,0,1,1,0,2014-09-01 09:00:00
10,132.0,20,24.0,1014.0,5.37,0,0,0,1,1,0,2014-09-01 10:00:00
11,139.0,20,25.0,1014.0,7.16,0,0,0,1,1,0,2014-09-01 11:00:00
12,144.0,20,25.0,1013.0,8.95,0,0,0,1,1,0,2014-09-01 12:00:00
13,153.0,20,25.0,1012.0,10.74,0,0,0,1,1,0,2014-09-01 13:00:00
14,146.0,21,26.0,1011.0,12.53,0,1,0,1,1,0,2014-09-01 14:00:00
15,163.0,21,22.0,1011.0,4.02,0,3,0,0,0,0,2014-09-01 15:00:00
16,95.0,20,22.0,1011.0,4.02,0,4,1,0,1,0,2014-09-01 16:00:00
17,149.0,22,23.0,1011.0,0.89,0,0,0,0,0,0,2014-09-01 17:00:00
18,157.0,22,23.0,1011.0,0.89,0,0,1,0,1,0,2014-09-01 18:00:00
19,163.0,22,23.0,1011.0,1.79,0,2,1,0,0,1,2014-09-01 19:00:00
20,175.0,20,21.0,1011.0,1.79,0,3,1,0,1,0,2014-09-01 20:00:00
21,84.0,19,20.0,1012.0,8.94,0,5,1,0,0,1,2014-09-01 21:00:00
22,25.0,19,20.0,1012.0,3.13,0,0,0,1,1,0,2014-09-01 22:00:00
23,21.0,19,20.0,1011.0,4.92,0,0,0,1,1,0,2014-09-01 23:00:00
0,36.0,19,20.0,1011.0,0.89,0,0,0,0,0,0,2014-09-02 00:00:00
1,50.0,19,20.0,1010.0,1.78,0,1,0,0,0,0,2014-09-02 01:00:00
2,59.0,20,20.0,1011.0,2.67,0,2,0,0,0,0,2014-09-02 02:00:00
3,49.0,19,20.0,1010.0,0.89,0,3,1,0,1,0,2014-09-02 03:00:00
4,30.0,19,20.0,1010.0,1.79,0,4,1,0,0,1,2014-09-02 04:00:00
5,28.0,19,20.0,1009.0,1.79,0,5,1,0,1,0,2014-09-02 05:00:00
6,27.0,19,19.0,1010.0,1.79,0,6,1,0,0,1,2014-09-02 06:00:00
7,21.0,19,19.0,1010.0,3.58,0,7,1,0,0,1,2014-09-02 07:00:00
8,21.0,19,20.0,1010.0,1.79,0,8,0,1,1,0,2014-09-02 08:00:00
9,25.0,20,20.0,1010.0,1.79,0,9,1,0,1,0,2014-09-02 09:00:00
10,34.0,20,21.0,1011.0,3.58,0,0,1,0,1,0,2014-09-02 10:00:00
11,37.0,20,21.0,1010.0,5.37,0,1,1,0,1,0,2014-09-02 11:00:00
12,39.0,19,21.0,1010.0,0.89,0,0,0,0,0,0,2014-09-02 12:00:00
13,36.0,19,21.0,1010.0,1.79,0,0,1,0,1,0,2014-09-02 13:00:00
14,19.0,20,24.0,1010.0,3.58,0,0,1,0,1,0,2014-09-02 14:00:00
15,23.0,19,21.0,1010.0,1.79,0,0,0,1,1,0,2014-09-02 15:00:00
16,24.0,19,21.0,1010.0,1.79,0,1,1,0,1,0,2014-09-02 16:00:00
17,25.0,19,20.0,1011.0,0.89,0,2,0,0,0,0,2014-09-02 17:00:00
18,12.0,18,20.0,1011.0,3.13,0,3,1,0,1,0,2014-09-02 18:00:00
19,9.0,18,20.0,1011.0,3.13,0,0,1,0,0,1,2014-09-02 19:00:00
20,8.0,17,21.0,1012.0,3.13,0,0,1,0,1,0,2014-09-02 20:00:00
21,10.0,16,21.0,1012.0,4.92,0,0,1,0,1,0,2014-09-02 21:00:00
22,6.0,17,19.0,1012.0,1.79,0,0,1,0,0,1,2014-09-02 22:00:00
23,11.0,17,19.0,1012.0,3.58,0,0,1,0,0,1,2014-09-02 23:00:00
0,10.0,16,18.0,1012.0,0.45,0,0,0,0,0,0,2014-09-03 00:00:00
1,9.0,16,17.0,1011.0,3.13,0,0,1,0,0,1,2014-09-03 01:00:00
2,9.0,16,17.0,1011.0,6.26,0,0,1,0,0,1,2014-09-03 02:00:00
3,12.0,15,17.0,1011.0,0.89,0,0,1,0,1,0,2014-09-03 03:00:00
4,9.0,15,16.0,1011.0,1.79,0,0,1,0,0,1,2014-09-03 04:00:00
5,7.0,15,16.0,1011.0,4.92,0,0,1,0,0,1,2014-09-03 05:00:00
6,6.0,15,16.0,1011.0,8.05,0,0,1,0,0,1,2014-09-03 06:00:00
7,14.0,15,19.0,1012.0,12.07,0,0,1,0,0,1,2014-09-03 07:00:00
8,11.0,16,21.0,1012.0,15.2,0,0,1,0,0,1,2014-09-03 08:00:00
9,17.0,16,23.0,1012.0,18.33,0,0,1,0,0,1,2014-09-03 09:00:00
10,16.0,15,25.0,1012.0,21.46,0,0,1,0,0,1,2014-09-03 10:00:00
11,13.0,13,27.0,1011.0,0.89,0,0,0,0,0,0,2014-09-03 11:00:00
12,8.0,12,28.0,1010.0,2.68,0,0,0,0,0,0,2014-09-03 12:00:00
13,12.0,12,28.0,1009.0,1.79,0,0,1,0,0,1,2014-09-03 13:00:00
14,10.0,11,29.0,1008.0,3.13,0,0,0,1,1,0,2014-09-03 14:00:00
15,12.0,10,31.0,1007.0,0.89,0,0,0,0,0,0,2014-09-03 15:00:00
16,11.0,11,30.0,1006.0,4.92,0,0,0,1,1,0,2014-09-03 16:00:00
17,16.0,12,30.0,1006.0,10.73,0,0,0,1,1,0,2014-09-03 17:00:00
18,12.0,13,28.0,1006.0,14.75,0,0,0,1,1,0,2014-09-03 18:00:00
19,11.0,13,27.0,1006.0,19.67,0,0,0,1,1,0,2014-09-03 19:00:00
20,15.0,13,26.0,1006.0,24.59,0,0,0,1,1,0,2014-09-03 20:00:00
21,21.0,13,25.0,1007.0,26.38,0,0,0,1,1,0,2014-09-03 21:00:00
22,19.0,15,21.0,1007.0,0.89,0,0,0,0,0,0,2014-09-03 22:00:00
23,23.0,16,19.0,1006.0,1.78,0,0,0,0,0,0,2014-09-03 23:00:00
0,23.0,16,18.0,1006.0,1.79,0,0,1,0,1,0,2014-09-04 00:00:00
1,51.0,16,17.0,1006.0,2.68,0,0,1,0,1,0,2014-09-04 01:00:00
2,38.0,16,17.0,1006.0,3.57,0,0,1,0,1,0,2014-09-04 02:00:00
3,47.0,15,16.0,1006.0,0.89,0,0,0,0,0,0,2014-09-04 03:00:00
4,50.0,15,16.0,1005.0,1.78,0,0,0,0,0,0,2014-09-04 04:00:00
5,54.0,15,15.0,1005.0,0.89,0,0,1,0,0,1,2014-09-04 05:00:00
6,53.0,14,15.0,1006.0,2.68,0,0,1,0,0,1,2014-09-04 06:00:00
7,56.0,17,19.0,1006.0,4.47,0,0,1,0,0,1,2014-09-04 07:00:00
8,81.0,16,22.0,1006.0,6.26,0,0,1,0,0,1,2014-09-04 08:00:00
9,48.0,15,24.0,1006.0,0.89,0,0,0,0,0,0,2014-09-04 09:00:00
10,44.0,15,27.0,1006.0,1.78,0,0,0,0,0,0,2014-09-04 10:00:00
11,27.0,16,29.0,1005.0,1.79,0,0,0,1,1,0,2014-09-04 11:00:00
12,31.0,14,31.0,1005.0,1.79,0,0,0,0,0,0,2014-09-04 12:00:00
13,45.0,14,33.0,1004.0,3.13,0,0,0,1,1,0,2014-09-04 13:00:00
14,33.0,12,34.0,1003.0,7.15,0,0,0,1,1,0,2014-09-04 14:00:00
15,17.0,12,34.0,1003.0,12.07,0,0,0,1,1,0,2014-09-04 15:00:00
16,15.0,14,34.0,1003.0,16.99,0,0,0,1,1,0,2014-09-04 16:00:00
17,27.0,15,33.0,1003.0,21.01,0,0,0,1,1,0,2014-09-04 17:00:00
18,35.0,16,30.0,1003.0,25.93,0,0,0,1,1,0,2014-09-04 18:00:00
19,31.0,17,28.0,1004.0,29.06,0,0,0,1,1,0,2014-09-04 19:00:00
20,38.0,19,23.0,1004.0,29.95,0,0,0,1,1,0,2014-09-04 20:00:00
21,60.0,18,23.0,1005.0,0.89,0,0,0,0,0,0,2014-09-04 21:00:00
22,49.0,17,24.0,1006.0,1.79,0,0,0,1,1,0,2014-09-04 22:00:00
23,52.0,17,22.0,1006.0,4.92,0,0,0,1,1,0,2014-09-04 23:00:00
0,60.0,17,22.0,1006.0,8.05,0,0,0,1,1,0,2014-09-05 00:00:00
1,61.0,16,21.0,1006.0,11.18,0,0,0,1,1,0,2014-09-05 01:00:00
2,64.0,16,20.0,1006.0,0.89,0,0,0,0,0,0,2014-09-05 02:00:00
3,74.0,16,19.0,1007.0,0.89,0,0,1,0,1,0,2014-09-05 03:00:00
4,80.0,16,19.0,1007.0,0.89,0,0,0,0,0,0,2014-09-05 04:00:00
5,76.0,16,18.0,1008.0,1.79,0,0,1,0,1,0,2014-09-05 05:00:00
6,70.0,16,18.0,1009.0,3.58,0,0,1,0,1,0,2014-09-05 06:00:00
7,73.0,17,20.0,1010.0,4.47,0,0,1,0,1,0,2014-09-05 07:00:00
8,86.0,16,21.0,1011.0,6.26,0,0,1,0,1,0,2014-09-05 08:00:00
9,93.0,17,23.0,1011.0,0.89,0,0,0,0,0,0,2014-09-05 09:00:00
10,96.0,18,25.0,1011.0,3.13,0,0,0,1,1,0,2014-09-05 10:00:00
11,109.0,19,26.0,1011.0,6.26,0,0,0,1,1,0,2014-09-05 11:00:00
12,109.0,19,27.0,1011.0,9.39,0,0,0,1,1,0,2014-09-05 12:00:00
13,114.0,20,29.0,1010.0,11.18,0,0,0,1,1,0,2014-09-05 13:00:00
14,90.0,19,29.0,1009.0,14.31,0,0,0,1,1,0,2014-09-05 14:00:00
15,74.0,19,29.0,1009.0,17.44,0,0,0,1,1,0,2014-09-05 15:00:00
16,75.0,19,29.0,1009.0,20.57,0,0,0,1,1,0,2014-09-05 16:00:00
17,68.0,19,28.0,1009.0,24.59,0,0,0,1,1,0,2014-09-05 17:00:00
18,70.0,19,27.0,1009.0,27.72,0,0,0,1,1,0,2014-09-05 18:00:00
19,88.0,20,26.0,1009.0,30.85,0,0,0,1,1,0,2014-09-05 19:00:00
20,143.0,21,25.0,1010.0,33.98,0,0,0,1,1,0,2014-09-05 20:00:00
21,155.0,20,25.0,1011.0,37.11,0,0,0,1,1,0,2014-09-05 21:00:00
22,147.0,20,23.0,1011.0,38.9,0,0,0,1,1,0,2014-09-05 22:00:00
23,143.0,20,23.0,1011.0,42.03,0,0,0,1,1,0,2014-09-05 23:00:00
0,148.0,20,22.0,1012.0,0.89,0,0,1,0,1,0,2014-09-06 00:00:00
1,157.0,20,22.0,1012.0,0.89,0,0,0,0,0,0,2014-09-06 01:00:00
2,152.0,21,22.0,1011.0,1.79,0,0,0,1,1,0,2014-09-06 02:00:00
3,152.0,20,22.0,1012.0,3.58,0,0,0,1,1,0,2014-09-06 03:00:00
4,147.0,20,21.0,1011.0,5.37,0,0,0,1,1,0,2014-09-06 04:00:00
5,143.0,20,21.0,1012.0,6.26,0,0,0,1,1,0,2014-09-06 05:00:00
6,139.0,20,21.0,1012.0,8.05,0,0,0,1,1,0,2014-09-06 06:00:00
7,142.0,20,21.0,1012.0,0.89,0,0,0,0,0,0,2014-09-06 07:00:00
8,139.0,20,22.0,1013.0,0.89,0,0,1,0,1,0,2014-09-06 08:00:00
9,133.0,20,24.0,1013.0,0.89,0,0,0,0,0,0,2014-09-06 09:00:00
10,137.0,20,25.0,1013.0,1.79,0,0,0,1,1,0,2014-09-06 10:00:00
11,138.0,20,27.0,1012.0,0.89,0,0,0,0,0,0,2014-09-06 11:00:00
12,138.0,20,27.0,1012.0,1.79,0,0,0,1,1,0,2014-09-06 12:00:00
13,132.0,20,28.0,1011.0,3.58,0,0,0,1,1,0,2014-09-06 13:00:00
14,135.0,20,28.0,1010.0,6.71,0,0,0,1,1,0,2014-09-06 14:00:00
15,127.0,20,28.0,1010.0,9.84,0,0,0,1,1,0,2014-09-06 15:00:00
16,109.0,20,28.0,1009.0,13.86,0,0,0,1,1,0,2014-09-06 16:00:00
17,94.0,20,28.0,1009.0,15.65,0,0,0,1,1,0,2014-09-06 17:00:00
18,100.0,19,27.0,1009.0,17.44,0,0,0,1,1,0,2014-09-06 18:00:00
19,110.0,18,27.0,1009.0,20.57,0,0,0,1,1,0,2014-09-06 19:00:00
20,123.0,20,25.0,1009.0,23.7,0,0,0,1,1,0,2014-09-06 20:00:00
21,132.0,20,25.0,1009.0,27.72,0,0,0,1,1,0,2014-09-06 21:00:00
22,138.0,19,24.0,1009.0,30.85,0,0,0,1,1,0,2014-09-06 22:00:00
23,151.0,19,24.0,1009.0,33.98,0,0,0,1,1,0,2014-09-06 23:00:00
0,162.0,19,24.0,1009.0,35.77,0,0,0,1,1,0,2014-09-07 00:00:00
1,155.0,19,24.0,1009.0,37.56,0,0,0,1,1,0,2014-09-07 01:00:00
2,143.0,19,24.0,1009.0,39.35,0,0,0,1,1,0,2014-09-07 02:00:00
3,145.0,20,22.0,1008.0,40.24,0,0,0,1,1,0,2014-09-07 03:00:00
4,147.0,20,22.0,1008.0,42.03,0,0,0,1,1,0,2014-09-07 04:00:00
5,154.0,19,22.0,1008.0,43.82,0,1,0,1,1,0,2014-09-07 05:00:00
6,163.0,20,22.0,1008.0,0.89,0,2,0,0,0,0,2014-09-07 06:00:00
7,170.0,21,22.0,1009.0,1.78,0,0,0,0,0,0,2014-09-07 07:00:00
8,174.0,21,23.0,1009.0,1.79,0,0,0,1,1,0,2014-09-07 08:00:00
9,196.0,21,23.0,1009.0,0.89,0,0,0,0,0,0,2014-09-07 09:00:00
10,207.0,21,24.0,1009.0,1.79,0,1,0,1,1,0,2014-09-07 10:00:00
11,198.0,20,26.0,1008.0,3.58,0,0,0,1,1,0,2014-09-07 11:00:00
12,176.0,20,27.0,1008.0,5.37,0,0,0,1,1,0,2014-09-07 12:00:00
13,111.0,20,28.0,1007.0,8.5,0,0,0,1,1,0,2014-09-07 13:00:00
14,85.0,17,29.0,1006.0,12.52,0,0,0,1,1,0,2014-09-07 14:00:00
15,79.0,17,30.0,1005.0,16.54,0,0,0,1,1,0,2014-09-07 15:00:00
16,100.0,18,29.0,1005.0,19.67,0,0,0,1,1,0,2014-09-07 16:00:00
17,105.0,19,29.0,1005.0,22.8,0,0,0,1,1,0,2014-09-07 17:00:00
18,110.0,20,27.0,1005.0,25.93,0,0,0,1,1,0,2014-09-07 18:00:00
19,123.0,19,28.0,1006.0,27.72,0,0,0,1,1,0,2014-09-07 19:00:00
20,124.0,20,25.0,1007.0,0.89,0,0,0,0,0,0,2014-09-07 20:00:00
21,129.0,20,24.0,1008.0,1.79,0,0,1,0,0,1,2014-09-07 21:00:00
22,140.0,20,22.0,1008.0,2.68,0,0,1,0,0,1,2014-09-07 22:00:00
23,156.0,20,23.0,1009.0,5.81,0,0,1,0,0,1,2014-09-07 23:00:00
0,104.0,19,21.0,1009.0,8.94,0,0,1,0,0,1,2014-09-08 00:00:00
1,2.0,16,20.0,1010.0,13.86,0,0,1,0,0,1,2014-09-08 01:00:00
2,2.0,10,19.0,1010.0,16.99,0,0,1,0,0,1,2014-09-08 02:00:00
3,6.0,10,17.0,1010.0,20.12,0,0,1,0,0,1,2014-09-08 03:00:00
4,5.0,7,18.0,1011.0,0.89,0,0,0,0,0,0,2014-09-08 04:00:00
5,5.0,9,18.0,1011.0,3.13,0,0,1,0,0,1,2014-09-08 05:00:00
6,6.0,8,18.0,1012.0,6.26,0,0,1,0,0,1,2014-09-08 06:00:00
7,3.0,8,20.0,1012.0,9.39,0,0,1,0,0,1,2014-09-08 07:00:00
8,3.0,8,23.0,1012.0,13.41,0,0,1,0,0,1,2014-09-08 08:00:00
9,7.0,9,26.0,1012.0,17.43,0,0,1,0,0,1,2014-09-08 09:00:00
10,7.0,8,27.0,1012.0,1.79,0,0,1,0,1,0,2014-09-08 10:00:00
11,3.0,6,28.0,1011.0,4.02,0,0,1,0,0,1,2014-09-08 11:00:00
12,3.0,6,29.0,1011.0,7.15,0,0,1,0,0,1,2014-09-08 12:00:00
13,4.0,6,29.0,1010.0,1.79,0,0,0,0,0,0,2014-09-08 13:00:00
14,6.0,5,29.0,1009.0,1.79,0,0,1,0,0,1,2014-09-08 14:00:00
15,6.0,6,29.0,1008.0,1.79,0,0,0,0,0,0,2014-09-08 15:00:00
16,4.0,7,29.0,1008.0,1.79,0,0,0,1,1,0,2014-09-08 16:00:00
17,10.0,8,27.0,1008.0,3.58,0,0,0,1,1,0,2014-09-08 17:00:00
18,15.0,9,25.0,1008.0,6.71,0,0,0,1,1,0,2014-09-08 18:00:00
19,12.0,8,24.0,1008.0,10.73,0,0,0,1,1,0,2014-09-08 19:00:00
20,14.0,8,24.0,1009.0,13.86,0,0,0,1,1,0,2014-09-08 20:00:00
21,20.0,13,19.0,1009.0,0.89,0,0,0,0,0,0,2014-09-08 21:00:00
22,19.0,12,18.0,1009.0,1.78,0,0,0,0,0,0,2014-09-08 22:00:00
23,22.0,13,17.0,1009.0,2.67,0,0,0,0,0,0,2014-09-08 23:00:00
0,30.0,13,17.0,1009.0,3.56,0,0,0,0,0,0,2014-09-09 00:00:00
1,37.0,12,15.0,1009.0,1.79,0,0,1,0,1,0,2014-09-09 01:00:00
2,39.0,13,15.0,1009.0,2.68,0,0,1,0,1,0,2014-09-09 02:00:00
3,45.0,13,15.0,1009.0,0.89,0,0,1,0,0,1,2014-09-09 03:00:00
4,42.0,12,14.0,1009.0,1.78,0,0,1,0,0,1,2014-09-09 04:00:00
5,39.0,12,14.0,1010.0,0.89,0,0,0,0,0,0,2014-09-09 05:00:00
6,25.0,12,14.0,1010.0,1.79,0,0,1,0,0,1,2014-09-09 06:00:00
7,23.0,13,17.0,1010.0,3.58,0,0,1,0,0,1,2014-09-09 07:00:00
8,17.0,12,21.0,1011.0,5.37,0,0,1,0,0,1,2014-09-09 08:00:00
9,27.0,13,23.0,1011.0,7.16,0,0,1,0,0,1,2014-09-09 09:00:00
10,19.0,11,24.0,1011.0,1.79,0,0,0,1,1,0,2014-09-09 10:00:00
11,22.0,12,26.0,1011.0,0.89,0,0,0,0,0,0,2014-09-09 11:00:00
12,31.0,13,27.0,1010.0,1.79,0,0,0,1,1,0,2014-09-09 12:00:00
13,43.0,13,28.0,1010.0,3.58,0,0,0,1,1,0,2014-09-09 13:00:00
14,54.0,14,28.0,1009.0,1.79,0,0,0,0,0,0,2014-09-09 14:00:00
15,45.0,13,29.0,1009.0,3.13,0,0,0,1,1,0,2014-09-09 15:00:00
16,44.0,13,29.0,1009.0,6.26,0,0,0,1,1,0,2014-09-09 16:00:00
17,35.0,13,28.0,1009.0,9.39,0,0,0,1,1,0,2014-09-09 17:00:00
18,41.0,14,27.0,1009.0,11.18,0,0,0,1,1,0,2014-09-09 18:00:00
19,46.0,14,25.0,1009.0,14.31,0,0,0,1,1,0,2014-09-09 19:00:00
